#,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP,InterSD,InterSK,IntraSD
418,Reed Garrett,NYM,0,13,14.1,1,1,0,0,1,15,8,2,13,7,8.1,4.2,1.93,1.23,0.258,1.47,0.303,70.50%,4.72,4.77,999,0.99,-0.67,1
419,Austin Schulfer,MIN,0,5,5.1,0,0,0,0,0,5,3,1,5,2,8.02,3.95,2.03,0.99,0.254,1.43,0.304,66.20%,4.84,4.4,999,0.53,-0.02,1.25
420,Corey Knebel,,0,26,25.2,2,2,0,4,1,23,12,3,26,13,9.19,4.58,2,1.19,0.238,1.42,0.292,72.80%,4.31,4.59,719.4,1.97,-2.89,0.93
421,Michael Kelly,OAK,0,32,34.1,2,2,0,0,1,32,16,4,36,18,9.39,4.72,1.99,1.06,0.246,1.47,0.308,72.80%,4.3,4.45,999,2.23,-0.94,0.71
422,Bryan Mata,BOS,4,36,55.1,2,4,1,0,3,56,30,6,51,34,8.39,5.5,1.53,1.05,0.259,1.62,0.313,70.90%,4.88,4.93,999,6.85,-1.49,0.69
423,Ronny Henriquez,MIN,0,8,9.1,0,1,0,0,1,9,5,1,8,4,7.95,4.04,1.97,0.99,0.251,1.42,0.299,67.60%,4.67,4.45,999,1.79,0.06,1.16
424,Colton Gordon,HOU,0,7,6.2,1,0,0,0,1,6,3,1,6,2,8.72,3.33,2.62,1.32,0.246,1.31,0.292,72.00%,4.27,4.44,999,0.62,0.05,1.23
425,Shawn Dubin,HOU,0,18,23.1,1,1,0,0,1,21,11,3,25,11,9.48,4.39,2.16,1.1,0.24,1.4,0.3,72.30%,4.24,4.38,999,3.93,-1.69,0.94
426,Jacob Barnes,WSN,0,14,15.1,0,1,0,0,1,16,9,2,12,6,6.93,3.34,2.07,1.27,0.269,1.44,0.303,66.50%,5.07,4.81,999,1.82,-0.37,1.04
427,Frank German,BOS,0,6,6.2,0,0,0,0,0,7,4,1,7,3,9.16,4,2.29,1.31,0.261,1.47,0.318,67.50%,5.09,4.58,999,0.26,-1.09,1.19
428,Cody Bolton,SEA,0,17,20,1,1,0,0,1,19,10,2,19,8,8.57,3.71,2.31,1.11,0.25,1.38,0.302,68.90%,4.54,4.33,999,2.45,-1.35,0.97
429,Michael Plassmeyer,PIT,0,10,12,0,1,0,0,1,12,6,2,10,4,7.96,2.71,2.93,1.4,0.258,1.31,0.297,70.40%,4.48,4.86,999,1.07,-0.56,1.18
430,Justin Bruihl,,0,9,9.2,1,1,0,0,1,10,5,1,8,4,7.13,3.55,2.01,1.23,0.259,1.41,0.294,68.50%,4.76,4.84,999,1.61,0.59,1.15
431,Lucas Luetge,BOS,0,14,15.1,1,1,0,0,1,16,8,2,14,5,8.13,3.15,2.58,1.27,0.27,1.42,0.318,71.70%,4.5,4.5,999,1.05,1.78,1.03
432,Randy Rodríguez,SFG,0,22,23.2,1,1,0,0,1,21,12,2,25,15,9.41,5.79,1.63,0.92,0.236,1.54,0.3,69.30%,4.73,4.62,999,2.4,0.24,0.8
433,Ryan Loutos,STL,0,31,31.2,1,1,0,0,2,32,16,4,26,13,7.29,3.77,1.94,1.11,0.257,1.42,0.296,70.70%,4.46,4.61,999,0.54,-0.38,0.8
434,José Castillo,ARI,0,7,6.1,0,0,0,0,1,6,3,1,7,3,9.15,4.44,2.06,0.88,0.25,1.46,0.315,67.60%,4.68,4.42,999,1.36,-0.39,1.2
435,Sam Long,KCR,0,8,12.1,1,0,0,0,1,13,7,1,9,5,6.56,3.72,1.76,1.04,0.271,1.49,0.308,67.20%,4.96,4.65,999,2.33,-0.4,1.06
436,Dugan Darnell,COL,0,8,7.2,0,1,0,0,1,8,5,1,7,3,8.04,3.89,2.07,1.45,0.268,1.49,0.31,67.80%,5.24,4.98,999,0.79,0.29,1.17
437,Dennis Santana,NYY,0,21,22.1,1,1,0,0,4,21,12,3,22,11,8.93,4.38,2.04,1.11,0.241,1.41,0.295,68.60%,4.64,4.52,999,1.72,-0.7,0.89
438,Austin Cox,KCR,0,14,15,0,1,0,0,2,15,8,2,12,6,7.15,3.63,1.97,1.11,0.255,1.39,0.292,68.40%,4.64,4.6,999,1.12,-0.17,1.11
439,Sam Bachman,LAA,1,25,31.1,2,2,0,0,2,31,16,4,27,17,7.84,4.88,1.61,1.01,0.255,1.53,0.302,70.00%,4.71,4.77,999,1.63,0.27,0.67
440,Shane Drohan,CHW,1,26,28,2,2,0,0,2,27,14,4,26,13,8.36,4.09,2.04,1.3,0.251,1.43,0.296,70.90%,4.62,4.77,999,1.44,0.43,0.77
441,Devin Sweet,,0,11,11.2,0,0,0,0,1,12,6,2,10,4,8.04,3.14,2.56,1.39,0.254,1.34,0.294,69.50%,4.63,4.75,999,1,0.23,1.15
442,Jake Cousins,CHW,0,16,16.2,1,1,0,0,1,15,8,2,18,9,9.78,4.72,2.07,1.18,0.232,1.4,0.291,73.50%,4.2,4.54,999,3.26,-0.79,1.04
443,Matt Bush,,0,23,23.2,1,1,0,0,2,21,12,4,25,9,9.42,3.48,2.71,1.52,0.238,1.29,0.284,71.80%,4.42,4.63,999,1.16,-0.13,1
444,Grant Holmes,ATL,0,7,7,0,0,0,0,1,7,4,1,7,3,8.24,3.61,2.28,1.32,0.263,1.44,0.31,69.90%,4.77,4.66,999,1.1,-2.06,1.19
445,Michael Mercado,PHI,0,6,7.1,0,0,0,0,0,7,4,1,7,3,8.75,3.59,2.44,1.54,0.249,1.36,0.291,69.90%,4.78,4.87,999,1.04,-0.79,1.19
446,Nicholas Padilla,CHW,0,14,16.1,1,2,0,0,1,17,8,2,16,10,8.74,5.74,1.52,1.05,0.267,1.7,0.328,74.40%,4.6,4.85,999,3.02,-0.48,0.95
447,Chris Rodriguez,ARI,0,13,13.1,0,1,0,0,1,13,7,2,12,7,8.35,4.42,1.89,1.03,0.254,1.48,0.307,71.30%,4.46,4.55,999,1.16,-1.02,1.1
448,Danny Duffy,,1,16,20.1,1,1,0,0,1,19,10,3,20,11,8.93,4.74,1.88,1.38,0.246,1.47,0.293,72.80%,4.61,4.97,749.2,2.25,-0.46,0.91
449,Dan Altavilla,KCR,0,14,14.1,1,1,0,0,1,14,8,2,14,7,8.59,4.25,2.02,1.21,0.257,1.48,0.308,69.50%,4.81,4.67,999,2.02,0.1,1.03
450,Erich Uelmen,PHI,0,6,7,0,0,0,0,0,8,4,1,6,4,7.91,4.49,1.76,1.1,0.272,1.58,0.322,64.40%,5.56,4.8,999,0.71,-0.73,1.14
451,Zach McCambley,MIA,0,6,6.2,0,1,0,0,1,7,3,1,6,3,8.06,3.76,2.14,1.23,0.259,1.43,0.304,69.20%,4.75,4.7,999,0.92,-0.53,1.22
452,Yosver Zulueta,TOR,0,21,21.2,1,1,0,0,1,20,11,3,22,12,9.05,5.03,1.8,1.05,0.238,1.47,0.295,71.90%,4.39,4.69,999,1.42,-0.47,0.9
453,Max Castillo,PHI,0,15,19,0,1,0,0,1,20,10,3,15,6,7.11,2.95,2.41,1.52,0.263,1.36,0.291,69.20%,4.83,5.03,999,2.14,-0.89,1.04
454,Denyi Reyes,NYM,2,18,28.2,1,1,1,0,3,32,16,5,22,9,6.88,2.86,2.4,1.6,0.275,1.42,0.302,69.60%,5.01,5.11,999,3.67,-0.61,0.81
455,Geoff Hartlieb,COL,0,13,14.2,1,1,0,0,2,16,9,2,12,7,7.38,4.29,1.72,1.37,0.272,1.56,0.309,68.50%,5.29,5.2,999,0.78,1.43,0.97
456,Kyle Nicolas,PIT,0,25,27.2,1,1,0,0,3,26,14,4,29,14,9.55,4.42,2.16,1.21,0.245,1.43,0.305,69.50%,4.7,4.6,999,1.46,-0.89,0.77
457,Jordan Balazovic,,0,14,16,0,0,0,0,2,16,8,2,15,8,8.24,4.36,1.89,1.08,0.257,1.49,0.308,71.20%,4.53,4.53,999,2.59,-1.52,1.04
458,Carl Edwards Jr.,,0,24,25.1,2,1,0,1,5,24,12,3,22,11,7.81,3.98,1.96,1.17,0.251,1.41,0.293,73.30%,4.23,4.65,999,0.9,1.01,0.91
459,Josh Winder,MIN,1,24,31.2,2,2,0,0,1,33,16,4,27,12,7.73,3.51,2.2,1.28,0.265,1.44,0.307,71.40%,4.57,4.67,999,2.67,-1.4,0.69
460,Jacob Webb,BAL,0,51,53,3,3,0,0,10,48,25,7,53,25,9.01,4.27,2.11,1.22,0.239,1.38,0.289,72.50%,4.3,4.6,999,2.83,-1.45,0.45
461,Drew Pomeranz,,0,14,13.2,1,1,0,0,1,13,7,2,14,7,9.22,4.38,2.1,1.38,0.248,1.44,0.3,71.90%,4.64,4.79,999,1.99,0.09,1.05
462,Dylan Covey,PHI,0,32,40.1,2,2,0,0,2,42,20,5,30,17,6.82,3.81,1.79,1.15,0.267,1.48,0.302,72.30%,4.46,4.81,999,2.68,-0.02,0.65
463,Kevin Kopps,SDP,0,10,10.1,0,0,0,0,1,10,5,1,9,5,7.6,4.34,1.75,1.07,0.253,1.46,0.296,70.60%,4.54,4.76,999,0.77,-0.71,1.17
464,Amir Garrett,SFG,0,43,42.1,1,2,0,0,5,37,21,5,48,25,10.08,5.4,1.87,1.11,0.232,1.48,0.297,72.30%,4.42,4.55,999,2.55,-0.31,0.59
465,Yohan Ramírez,NYM,0,23,25.1,1,1,0,0,1,23,12,3,25,13,9.11,4.63,1.97,1.02,0.24,1.43,0.298,71.00%,4.36,4.63,999,1.78,-0.3,0.86
466,Logan Gillaspie,SDP,0,14,13.2,1,1,0,0,2,14,7,2,12,4,7.64,2.91,2.63,1.32,0.262,1.35,0.301,70.80%,4.47,4.63,999,1.29,-0.41,1.12
467,Matt Foster,CHW,0,13,13.1,0,0,0,0,2,13,7,2,13,5,8.48,3.19,2.66,1.53,0.253,1.33,0.293,70.00%,4.7,4.74,999,1.28,-0.45,1.13
468,Erik Sabrowski,CLE,0,9,9.1,1,1,0,0,1,8,5,1,9,5,9.08,4.96,1.83,1.16,0.241,1.47,0.295,72.00%,4.48,4.66,999,0.65,-1.12,1.13
469,Ricky Vanasco,,0,17,17.2,1,1,0,0,1,17,9,2,17,8,8.85,4.31,2.06,1.27,0.247,1.43,0.297,72.00%,4.49,4.7,999,0.6,-1,1
470,Tayler Scott,HOU,0,11,11,0,0,0,0,1,11,6,2,11,5,8.95,3.76,2.38,1.27,0.254,1.4,0.307,71.10%,4.52,4.56,999,1.32,-1.23,1.16
471,Colten Brewer,CHC,0,5,6,0,0,0,0,1,6,3,1,5,3,7.9,4.08,1.93,1.22,0.257,1.46,0.301,69.20%,4.81,4.8,999,1.25,-1.63,1.23
472,Duane Underwood Jr.,NYY,0,18,20.1,1,1,0,0,3,21,11,3,16,8,7.29,3.45,2.12,1.15,0.262,1.41,0.301,67.00%,4.85,4.6,999,1.87,-0.77,0.94
473,Christian Roa,CIN,0,12,13.2,1,1,0,0,1,13,7,2,15,8,10.05,5.39,1.86,1.44,0.241,1.52,0.299,72.10%,4.85,5.07,999,1.51,-0.52,1
474,Gus Varland,LAD,0,23,26.2,2,2,0,0,1,27,15,4,26,12,8.75,3.94,2.22,1.24,0.258,1.44,0.311,67.70%,4.94,4.58,750.7,1.76,-0.45,0.73
475,Casey Legumina,CIN,0,25,27.2,1,1,0,0,1,30,15,5,26,12,8.29,3.78,2.19,1.47,0.268,1.48,0.313,70.00%,5.02,4.9,999,1.63,0.47,0.71
476,Chih-Jung Liu,BOS,0,6,6.1,0,0,0,0,1,6,3,1,6,3,8.5,4.04,2.1,1.39,0.261,1.47,0.308,69.80%,4.93,4.9,999,0.77,-0.61,1.19
477,Clayton Andrews,NYY,0,16,16.1,1,1,0,0,2,15,8,2,18,8,9.84,4.5,2.19,1.37,0.234,1.39,0.29,70.40%,4.64,4.64,999,1.7,-2.33,0.99
478,Cody Morris,NYY,0,31,37,2,1,0,0,3,33,17,5,40,18,9.72,4.5,2.16,1.29,0.236,1.4,0.293,75.00%,4.14,4.57,747.8,2.87,-0.55,0.74
479,Joe Jacques,BOS,0,23,24.2,1,1,0,0,1,26,13,3,19,10,7.03,3.51,2,1.02,0.267,1.45,0.308,68.70%,4.66,4.63,999,1.34,-0.25,0.87
480,Juan Then,CHW,0,5,5.2,0,0,0,0,0,7,3,1,4,2,6.81,3.66,1.86,1.31,0.306,1.68,0.346,71.70%,5.16,4.94,999,2.42,-0.04,1.18
481,Austin Davis,SDP,0,6,7.1,0,0,0,0,1,6,5,1,7,4,8.52,5.32,1.6,1.11,0.223,1.43,0.266,61.00%,5.48,4.92,999,2.6,0.4,1.18
482,Yoendrys Gómez,,0,14,15.2,1,0,0,0,1,14,8,2,16,7,9.31,3.81,2.44,1.26,0.24,1.34,0.294,71.40%,4.33,4.65,999,1.2,-1.02,1.1
483,Mauricio Llovera,SEA,0,28,31.2,2,2,0,0,2,30,15,4,30,12,8.62,3.32,2.6,1.26,0.248,1.32,0.296,70.30%,4.4,4.47,999,2.64,-0.45,0.82
484,Kyle Muller,OAK,5,39,61.1,2,4,1,0,3,64,34,8,52,29,7.62,4.19,1.82,1.24,0.265,1.51,0.307,68.80%,5,4.86,749.4,7.77,-0.72,0.51
485,Wander Suero,HOU,0,16,16.1,1,1,0,0,1,16,9,2,15,7,8.38,3.66,2.29,1.34,0.251,1.38,0.295,69.20%,4.7,4.68,999,0.85,1.24,1.01
486,Brandon Hughes,ARI,0,15,15.1,1,1,0,0,1,14,7,2,17,6,9.73,3.61,2.7,1.44,0.237,1.3,0.29,74.00%,4.18,4.55,999,1.29,1.44,1.12
487,Josh James,STL,0,8,8,0,0,0,0,1,8,4,1,8,4,8.53,4.4,1.94,1.26,0.254,1.47,0.302,69.20%,4.88,4.79,999,0.95,-1.08,1.18
488,Joel Kuhnel,HOU,0,12,14,1,1,0,0,1,16,8,2,10,4,6.3,2.6,2.43,1.19,0.28,1.42,0.311,64.90%,5.11,4.62,999,2.51,-0.2,1.05
489,Jeurys Familia,,0,17,17,1,1,0,0,1,17,9,2,15,9,8.07,4.64,1.74,1.18,0.262,1.55,0.31,69.90%,4.92,4.89,999,2.4,-1.18,0.93
490,John Curtiss,,0,18,19.2,1,1,0,0,1,21,11,4,17,8,7.77,3.55,2.19,1.65,0.266,1.45,0.299,69.50%,5.14,5.19,999,2.13,0.86,0.9
491,Jordan Leasure,CHW,0,36,37,2,2,0,2,2,34,18,6,39,17,9.39,4.12,2.28,1.41,0.239,1.37,0.289,72.60%,4.43,4.69,999,0.53,-0.74,0.72
492,Matt Festa,SDP,0,13,13.1,0,0,0,0,1,11,6,2,14,6,9.47,4.14,2.29,1.43,0.229,1.32,0.276,72.90%,4.3,4.74,999,1.13,0.82,1.16
493,Kolton Ingram,,0,17,18.1,1,1,0,0,1,17,9,2,17,9,8.55,4.44,1.93,1.13,0.246,1.44,0.297,71.30%,4.46,4.58,999,1.21,0.02,0.99
494,Logan Sawyer,STL,0,9,9,0,1,0,0,1,9,5,1,7,4,7.21,3.84,1.88,1.29,0.263,1.46,0.298,69.30%,4.88,4.96,999,0.81,-1.09,1.15
495,Shane Greene,TEX,0,13,16.1,0,0,0,2,2,16,9,2,16,8,8.72,4.27,2.04,1.33,0.25,1.44,0.297,70.10%,4.76,4.8,999,1.65,-1.03,1.07
496,Tyler Matzek,ATL,0,38,38.2,2,2,0,0,7,34,18,5,40,22,9.21,5.08,1.81,1.12,0.231,1.44,0.285,73.60%,4.21,4.67,999,1.2,-0.87,0.64
497,Guillermo Zuñiga,LAA,0,25,26,1,1,0,0,1,25,14,4,27,13,9.48,4.44,2.14,1.36,0.245,1.43,0.3,70.00%,4.78,4.71,999,4.07,-1.68,0.81
498,Forrest Whitley,HOU,0,21,24,1,1,0,0,1,22,12,3,24,12,9.03,4.36,2.07,1.22,0.243,1.42,0.296,70.00%,4.61,4.63,999,3.17,-0.82,0.87
499,Jorge Alcala,MIN,0,34,37.2,2,3,0,0,4,34,19,6,38,15,9.01,3.52,2.56,1.35,0.239,1.3,0.287,70.20%,4.43,4.5,750.7,2.13,-0.55,0.75
500,Wil Crowe,,1,18,21.1,1,2,0,0,2,21,12,3,19,11,7.84,4.46,1.76,1.3,0.253,1.48,0.293,69.10%,4.94,5.05,999,1.75,-0.15,0.87
501,Jake Brentz,KCR,0,26,25.1,1,2,0,0,4,23,15,3,28,16,10.13,5.69,1.78,1.12,0.24,1.55,0.309,66.60%,5.26,4.75,999,4.96,-2.25,0.69
502,Taylor Lehman,PHI,0,12,11.2,1,1,0,0,1,12,6,2,10,6,7.64,4.63,1.65,1.31,0.257,1.51,0.294,70.00%,4.94,5.09,999,0.83,-0.56,1.07
503,Andrew Wantz,LAA,0,38,42,2,1,0,0,5,40,21,7,41,18,8.7,3.82,2.28,1.52,0.245,1.36,0.285,72.50%,4.53,4.93,999,3.21,-1.6,0.62
504,Justin Yeager,MIL,0,13,13,1,1,0,0,1,12,7,2,14,8,9.61,5.31,1.81,1.35,0.236,1.49,0.29,72.40%,4.66,4.98,999,0.61,0.88,1.05
505,Zack Kelly,BOS,0,31,32,2,1,0,0,2,31,16,4,30,16,8.48,4.37,1.94,1.06,0.253,1.47,0.306,69.80%,4.63,4.61,999,3,-1.87,0.66
506,Keegan Thompson,CHC,1,28,34.2,2,1,0,0,2,33,17,5,33,17,8.6,4.5,1.91,1.3,0.247,1.45,0.293,72.60%,4.52,4.87,999,2.91,-1.63,0.64
507,Brad Boxberger,,0,44,43,2,2,0,1,6,38,21,6,42,19,8.87,3.99,2.23,1.27,0.232,1.32,0.278,70.10%,4.42,4.6,999,2.53,-0.27,0.66
508,Nabil Crismatt,LAD,0,14,17,1,1,0,0,1,18,9,3,15,6,7.67,2.9,2.65,1.44,0.268,1.38,0.305,71.00%,4.64,4.74,999,1.72,-0.98,1.04
509,Chad Smith,NYM,0,11,13.1,1,1,0,0,1,12,7,2,13,8,8.71,5.14,1.7,1.07,0.241,1.49,0.294,70.30%,4.63,4.82,999,0.64,-1.99,1.05
510,Dylan Coleman,HOU,0,35,34.2,2,2,0,0,5,29,17,4,39,23,10.15,5.86,1.73,1.02,0.222,1.48,0.288,72.00%,4.38,4.73,999,2.46,-0.85,0.62
511,Ryan Tepera,,0,23,23.1,1,2,0,1,3,22,11,3,22,9,8.5,3.43,2.48,1.31,0.245,1.32,0.289,70.60%,4.41,4.68,999,1.89,0.07,0.95
512,Matt Krook,BAL,0,16,17,0,0,0,0,1,15,9,2,17,10,9.13,5.51,1.66,0.98,0.237,1.51,0.296,70.30%,4.61,4.61,999,1.91,-0.46,0.99
513,Gavin Hollowell,COL,0,43,48,2,2,0,1,5,48,28,8,48,20,8.99,3.84,2.34,1.55,0.258,1.44,0.306,66.70%,5.29,5.01,999,3.03,-0.32,0.47
514,Alan Busenitz,CIN,0,9,9.1,0,1,0,0,1,10,5,2,8,4,7.58,3.89,1.95,1.63,0.271,1.51,0.304,69.90%,5.23,5.34,999,2.36,-1.34,1.12
515,Kaleb Ort,BAL,0,20,20.2,1,1,0,0,1,21,11,3,21,9,9.17,3.96,2.31,1.48,0.256,1.44,0.307,69.20%,4.98,4.82,999,2.76,-0.96,0.88
516,Lane Ramsey,,0,25,25.2,2,2,0,0,4,28,14,3,24,15,8.51,5.32,1.6,1.2,0.272,1.68,0.328,73.80%,4.78,4.97,999,6.15,-0.62,0.7
517,Elieser Hernández,,1,19,22.1,1,2,0,0,1,21,12,5,23,7,9.29,2.77,3.36,1.89,0.249,1.27,0.287,71.70%,4.71,5.01,999,2.89,-0.96,0.96
518,Wily Peralta,PIT,0,6,9.2,0,0,0,0,1,10,4,1,7,5,6.95,4.55,1.53,1.21,0.261,1.53,0.295,77.30%,4.08,5.11,999,4.84,-1.11,1.18
519,Robert Gsellman,WSN,0,11,11.2,0,0,0,0,1,13,7,2,9,5,7,3.8,1.84,1.36,0.272,1.51,0.305,65.90%,5.41,5.11,999,0.92,-1.38,1.08
520,Kelvin Caceres,LAA,0,28,26.1,2,1,0,0,2,24,14,3,28,17,9.65,5.72,1.69,1.09,0.236,1.53,0.298,69.90%,4.79,4.76,999,2.06,-0.42,0.69
521,Heath Hembree,,0,6,6.1,0,1,0,0,1,6,4,1,7,3,9.64,4.32,2.23,1.69,0.238,1.39,0.283,65.90%,5.34,5.06,999,1.54,-0.31,1.19
522,Hunter Strickland,LAA,0,15,15,1,1,0,0,1,14,8,2,14,7,8.35,4.46,1.87,1.47,0.25,1.46,0.29,70.40%,4.92,5.27,999,1.58,0.21,1.03
523,Erasmo Ramírez,TBR,0,19,27,1,1,0,0,1,30,14,4,21,7,7.02,2.3,3.05,1.43,0.276,1.36,0.309,70.00%,4.67,4.69,999,3.28,-0.59,0.86
524,Adam Kolarek,LAA,0,17,18.1,1,1,0,0,1,19,9,2,14,9,6.94,4.65,1.49,0.91,0.266,1.57,0.308,70.70%,4.63,4.86,999,1.54,0.15,0.97
525,Corbin Martin,ARI,0,23,25.1,1,1,0,0,1,26,13,4,24,12,8.32,4.13,2.01,1.25,0.258,1.47,0.306,70.10%,4.76,4.69,999,2.87,-3.01,0.79
526,Austin Warren,SFG,0,17,17,1,1,0,0,1,17,9,3,15,7,7.91,3.78,2.09,1.35,0.256,1.42,0.295,71.60%,4.57,4.82,999,1.17,0.96,0.98
527,Cam Sanders,CHC,0,8,9,1,0,0,0,1,8,5,1,10,7,9.93,6.65,1.49,1.19,0.235,1.63,0.297,72.20%,4.86,5.2,999,1.23,0.25,1.07
528,Vinny Nittoli,OAK,0,25,27.2,1,1,0,0,1,27,14,4,26,10,8.29,3.36,2.47,1.32,0.251,1.34,0.294,71.50%,4.38,4.8,999,1.99,-0.82,0.92
529,Brendon Little,TOR,0,11,12.1,1,1,0,0,0,12,6,2,11,6,7.73,4.15,1.86,1.2,0.253,1.44,0.294,72.10%,4.45,5.1,999,1.84,-0.72,1.11
530,Carlos Vargas,SEA,0,27,27.2,1,1,0,0,1,27,13,3,27,14,8.74,4.43,1.97,1.01,0.25,1.46,0.307,73.30%,4.18,4.52,999,3,-0.72,0.9
531,Kirby Snead,,0,19,18.1,1,2,0,0,3,20,9,2,15,9,7.6,4.41,1.73,1.02,0.277,1.6,0.327,71.70%,4.7,4.64,999,4.5,-0.59,0.9
532,Victor Mederos,LAA,0,10,13,0,1,0,0,0,13,7,2,12,6,8.21,4.05,2.03,1.33,0.258,1.46,0.302,69.90%,4.84,5.04,999,1.47,-0.26,1.07
533,Chase Anderson,PIT,2,16,23.2,1,2,1,0,1,25,14,4,19,10,7.34,3.63,2.02,1.59,0.263,1.44,0.291,67.40%,5.26,5.32,999,3.12,-0.54,0.85
534,Adam Cimber,LAA,0,44,43.2,2,3,0,1,7,45,22,6,32,12,6.58,2.43,2.7,1.33,0.264,1.31,0.292,68.30%,4.61,4.82,999,2.4,-0.05,0.67
535,Albert Abreu,,0,9,12.1,0,0,0,0,1,11,6,2,12,7,8.91,5.02,1.77,1.34,0.235,1.45,0.279,71.60%,4.63,5.11,999,1.96,-0.2,1.1
536,Zack Weiss,MIN,0,20,21.1,1,1,0,0,1,21,11,3,23,11,9.71,4.68,2.07,1.42,0.25,1.49,0.308,72.50%,4.71,4.86,999,2.03,-0.92,0.86
537,Daniel Duarte,,0,22,22.1,2,0,0,1,2,19,11,3,19,12,7.47,4.72,1.58,1.16,0.223,1.35,0.253,70.50%,4.37,4.98,999,1.32,0.78,0.93
538,Jake Woodford,CHW,1,19,25.1,1,2,0,0,1,27,13,4,19,10,6.63,3.39,1.96,1.32,0.265,1.42,0.294,70.00%,4.73,4.99,999,2.58,-0.67,0.87
539,José Marte,LAA,0,13,12.2,1,0,0,0,2,12,7,2,13,9,9.49,6.09,1.56,1.25,0.247,1.63,0.305,69.60%,5.22,5.1,999,1.41,-1.07,0.97
540,Joe Barlow,,0,13,12,1,1,0,0,1,12,6,2,10,5,7.81,3.67,2.13,1.54,0.25,1.37,0.281,73.90%,4.44,5.08,746.3,1.38,0.99,1.13
541,Nick Wittgren,,0,22,23,1,1,0,0,1,24,13,3,17,8,6.75,2.99,2.26,1.29,0.266,1.38,0.296,66.70%,4.92,4.86,999,2.07,-0.37,0.93
542,Trevor Kelley,SEA,1,12,13.1,0,1,0,0,1,13,8,3,11,5,7.27,3.31,2.19,1.74,0.257,1.37,0.279,68.60%,5.1,5.54,999,1.71,-0.1,1.1
543,Jimmy Nelson,,0,19,19.1,1,1,0,0,0,18,11,3,21,12,9.96,5.44,1.83,1.32,0.241,1.53,0.302,67.10%,5.3,5.01,999,2.67,-0.09,0.82
544,Riley Pint,COL,0,20,16,1,1,0,0,2,16,10,2,16,14,9.15,7.66,1.19,0.95,0.25,1.82,0.314,69.50%,5.45,5.35,999,2.88,-0.08,0.82
545,Ronel Blanco,HOU,2,40,49.2,3,2,1,0,5,46,25,8,51,23,9.3,4.23,2.2,1.43,0.241,1.39,0.29,73.20%,4.43,4.82,734.8,3.11,-0.85,0.41
546,Tony Santillan,CIN,0,24,25.1,1,1,0,0,2,25,14,4,26,16,9.22,5.71,1.62,1.29,0.255,1.63,0.311,70.70%,5.12,5.17,999,2.9,-1.27,0.7
547,Brent Honeywell,PIT,0,25,29.2,1,2,0,0,2,31,16,5,26,12,7.71,3.5,2.2,1.44,0.263,1.42,0.3,68.90%,4.94,4.96,999,2.46,0.17,0.75
548,Jaime Barria,CLE,1,18,30.1,1,2,0,0,1,32,16,5,22,9,6.62,2.81,2.36,1.55,0.264,1.35,0.286,69.80%,4.78,5.07,999,2.88,-0.58,0.83
549,Daniel Bard,COL,0,48,50,3,3,0,2,7,46,27,6,50,35,8.93,6.31,1.42,1.08,0.241,1.62,0.295,71.40%,4.84,5.2,731.9,2.43,0.32,0.69
550,Joey Krehbiel,SEA,0,8,8,0,0,0,0,1,8,4,1,7,4,7.33,4.53,1.62,1.48,0.252,1.48,0.281,71.60%,4.85,5.37,999,3.82,-2.48,1.17
551,Matt Carasiti,COL,0,20,22.2,1,1,0,0,4,27,14,3,17,11,6.73,4.29,1.57,1.31,0.289,1.66,0.325,68.90%,5.43,5.24,999,2.14,0.08,0.72
552,McKinley Moore,NYY,0,16,17,1,1,0,0,1,15,9,3,18,10,9.72,5.33,1.82,1.39,0.237,1.49,0.291,72.40%,4.71,5.33,999,1.75,-0.48,0.96
553,José Ureña,TEX,2,19,27.1,1,2,1,0,1,31,16,5,20,11,6.66,3.65,1.83,1.52,0.278,1.52,0.305,70.40%,5.09,5.28,750.7,5.81,-0.98,0.76
554,Sean Reynolds,,0,19,19.2,1,1,0,0,1,18,11,3,19,11,8.55,5.2,1.65,1.25,0.243,1.51,0.289,68.20%,5.07,5.06,999,1.45,1.11,0.85
555,Andrés Machado,,0,27,31,1,1,0,0,3,31,16,5,27,11,7.81,3.3,2.37,1.5,0.255,1.36,0.289,71.80%,4.56,4.93,999,1.25,1.24,0.81
556,Mychal Givens,,0,36,33.1,2,3,0,1,6,31,17,5,33,16,9.01,4.34,2.08,1.27,0.243,1.41,0.294,71.30%,4.53,4.82,999,2.41,-0.09,0.68
557,Cole Winn,TEX,1,16,22.1,2,2,0,0,1,23,13,3,20,14,7.98,5.67,1.41,1.31,0.265,1.68,0.309,69.70%,5.38,5.43,999,2.3,-0.54,0.67
558,Garrett Hill,DET,0,17,20.1,1,1,0,0,2,20,11,3,19,11,8.26,4.76,1.73,1.22,0.256,1.53,0.303,70.60%,4.83,4.98,999,3.84,-1.09,0.9
559,Jeremiah Estrada,SDP,0,24,24.1,1,1,0,0,1,21,12,4,28,14,10.45,5.37,1.95,1.54,0.231,1.47,0.288,75.30%,4.5,5.06,746.3,1.97,-0.94,0.88
560,Levi Stoudt,SEA,1,11,16.2,1,1,0,0,1,18,10,3,13,8,7.05,4.33,1.63,1.59,0.274,1.58,0.303,69.40%,5.41,5.55,999,1.98,0.16,0.91
