#,Name,Team,W,L,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
271,Gabe Speier,SEA,2,2,3.67,58,0,1,14,54.1,224,49,24,22,6,15,2,2,59
272,Zack Thompson,STL,3,4,4.26,29,6,0,1,57.1,248,54,30,27,7,25,1,2,56
273,Lance McCullers Jr.,HOU,3,2,3.8,12,6,0,0,38.2,165,34,18,16,4,17,0,2,39
274,Joe Boyle,OAK,6,6,4.44,25,16,0,1,91,403,75,49,45,11,59,1,4,99
275,Noah Syndergaard,,4,6,5.22,15,15,0,0,82,354,91,52,48,14,20,0,5,55
276,Craig Kimbrel,BAL,4,4,3.73,63,0,23,5,63.2,265,51,29,26,8,26,1,4,79
277,Tyler Mahle,TEX,2,2,4.22,13,7,0,0,43.1,181,39,22,20,7,15,0,2,45
278,Dylan Floro,WSN,3,4,4.25,54,0,2,9,53.1,229,55,27,25,5,17,2,2,48
279,Luke Jackson,SFG,3,3,3.9,56,0,1,11,57,243,52,27,25,6,24,2,2,62
280,Paul Sewald,ARI,4,3,3.71,62,0,30,2,62,256,51,28,26,9,23,2,3,75
281,Colin Poche,TBR,5,3,3.8,60,0,3,17,58.1,242,49,27,25,8,22,1,2,62
282,Josh Winckowski,BOS,4,4,4.17,54,2,1,13,67.1,290,69,34,31,8,23,2,3,60
283,Cole Irvin,BAL,3,5,4.36,34,8,0,1,74.2,314,77,39,36,11,17,1,4,58
284,Brooks Raley,NYM,2,2,3.82,61,0,3,18,57,242,50,26,24,7,23,1,4,62
285,Andrew Kittredge,STL,4,3,3.77,49,0,3,9,51.1,212,50,23,21,6,12,1,2,43
286,Kai-Wei Teng,SFG,3,3,4.49,30,5,0,1,57.1,252,53,31,29,6,28,1,5,59
287,Luis L. Ortiz,PIT,5,7,4.85,24,18,0,1,101.1,450,106,59,55,14,46,1,4,75
288,Sixto Sánchez,MIA,2,2,3.77,32,0,0,2,39.2,166,38,18,17,4,12,1,2,39
289,Jackson Rutledge,WSN,4,5,5.28,19,14,0,1,78,345,82,50,46,13,31,1,5,58
290,Jake Bird,COL,3,3,4.6,59,0,1,12,65,286,68,36,33,7,24,2,4,57
291,Joey Lucchesi,NYM,3,3,4.29,19,7,0,1,48.1,208,48,25,23,6,18,0,2,39
292,Tyler Rogers,SFG,3,4,3.95,64,0,2,18,67.1,286,69,32,30,7,18,1,3,50
293,Ryan Yarbrough,LAD,4,4,4.57,33,5,0,1,64,271,67,35,33,10,14,0,5,51
294,Trevor Stephan,CLE,4,4,3.95,60,0,2,18,64,270,57,30,28,8,24,1,4,71
295,Seranthony Domínguez,PHI,5,4,3.98,60,0,6,14,58.2,251,53,28,26,7,25,1,3,62
296,Andrew Chafin,DET,3,3,3.94,59,0,3,13,56,238,50,27,25,6,24,0,2,62
297,Angel Zerpa,KCR,2,3,4.37,25,5,0,1,45.2,195,47,24,22,6,14,0,2,38
298,Drew Smyly,CHC,5,5,4.41,44,5,0,5,70.1,300,69,38,35,12,24,1,3,70
299,Brandon Walter,BOS,1,2,4.77,10,6,0,0,39,170,43,22,21,5,13,0,2,30
300,Rich Hill,,4,5,4.9,13,12,0,0,64.1,280,66,38,35,10,24,0,3,54
301,Danny Coulombe,BAL,4,3,3.74,56,0,2,15,54.1,228,51,25,23,7,18,1,2,58
302,Sam Moll,CIN,2,2,4.02,55,0,1,10,53,230,47,26,24,6,25,4,4,58
303,Connor Phillips,CIN,2,2,4.69,17,5,0,0,35.1,154,32,20,18,5,19,0,2,40
304,Tommy Henry,ARI,4,4,4.79,24,12,0,1,78,341,79,45,41,11,33,2,3,61
305,José Leclerc,TEX,2,3,3.93,59,0,20,7,60,256,50,28,26,8,28,1,3,68
306,José Suarez,LAA,3,4,4.65,32,7,0,1,61.2,266,61,35,32,10,24,1,3,56
307,Cade Cavalli,WSN,3,3,4.49,19,7,0,1,49,216,46,27,24,6,22,0,6,48
308,Ben Brown,CHC,2,2,4.11,21,3,0,1,36.2,157,32,18,17,4,16,1,2,40
309,Tyler Holton,DET,3,2,3.58,51,0,1,10,56.2,234,52,25,23,7,15,1,2,51
310,Keegan Akin,BAL,2,2,4.12,34,1,0,4,41,172,39,20,19,5,13,2,1,42
311,Slade Cecconi,ARI,2,3,4.53,25,6,0,1,51,215,52,28,26,8,13,0,3,43
312,Emilio Pagán,CIN,4,4,4.4,62,0,3,12,63.1,266,58,34,31,11,23,1,2,68
313,Tom Cosgrove,SDP,2,2,3.76,54,0,1,9,54.2,231,47,25,23,6,22,2,3,54
314,Brock Burke,TEX,4,3,3.88,54,0,0,11,61.1,255,58,29,26,9,17,2,2,61
315,Justin Lawrence,COL,3,4,4.57,62,0,15,10,63.2,283,62,35,32,7,33,2,4,66
316,Hayden Wesneski,CHC,3,4,4.35,29,7,0,2,64,271,60,34,31,10,22,0,3,60
317,James McArthur,KCR,3,3,4.17,57,0,12,9,62.1,266,61,31,29,7,21,1,4,60
318,Robert Garcia,WSN,3,3,4.25,49,0,0,9,54,233,49,28,25,7,25,2,2,57
319,Collin McHugh,,3,1,3.87,42,1,0,11,53.1,225,52,25,23,6,16,1,3,49
320,Trevor Williams,WSN,5,7,5.15,33,19,0,1,113.2,500,127,71,65,21,38,1,5,87
321,Ryan Brasier,LAD,3,2,4.1,56,0,1,14,56.1,235,52,28,26,8,17,1,2,56
322,Chris Stratton,KCR,3,3,4.35,60,0,1,10,65.2,282,65,35,32,8,24,1,2,63
323,Jake Odorizzi,,3,4,4.87,10,10,0,0,52.2,226,54,31,28,9,18,1,2,42
324,Kody Funderburk,MIN,3,1,3.61,37,0,0,3,40.2,173,36,18,16,4,17,1,2,45
325,Ryan Borucki,PIT,3,1,4.06,50,1,0,10,51.2,217,47,25,23,6,17,1,3,46
326,Justin Topa,MIN,3,3,3.93,55,0,1,14,53.1,227,53,25,23,5,16,4,2,46
327,Miguel Díaz,DET,3,2,4.16,47,1,0,7,52.2,229,51,26,24,6,23,1,2,52
328,Steven Okert,MIN,2,2,4.06,50,0,0,11,49.1,208,41,24,22,7,21,1,3,60
329,José Soriano,LAA,3,4,3.98,56,0,1,15,59.2,261,51,29,26,6,32,2,5,71
330,Jesse Chavez,CHW,2,2,3.96,47,1,1,10,50,213,48,24,22,7,18,0,2,51
331,Phil Maton,TBR,3,2,3.86,59,0,0,10,59.2,252,52,28,26,7,22,1,5,66
332,Kyle Finnegan,WSN,4,4,4.06,65,0,19,9,66.2,283,63,33,30,9,25,2,2,66
333,Jonathan Loáisiga,NYY,3,3,3.74,47,0,3,12,50.2,211,48,23,21,5,14,1,3,41
334,Joan Adon,WSN,3,6,5.17,37,8,0,1,70.2,314,73,44,41,10,32,2,4,61
335,Trevor Richards,TOR,2,2,4.26,45,1,0,8,51,215,43,26,24,8,23,1,2,64
336,Luis García,LAA,3,3,4.05,58,0,1,11,59,254,57,29,27,6,22,1,4,56
337,Joe Mantiply,ARI,3,3,4,52,0,0,7,53,223,53,26,24,6,14,1,2,45
338,Kyle Hurt,LAD,2,1,4.03,21,2,0,1,31,132,26,15,14,4,14,0,1,38
339,Brennan Bernardino,BOS,2,2,4,52,1,0,6,51,221,50,25,23,6,20,4,3,53
340,Chris Devenski,TBR,4,3,4.58,46,1,0,9,51,214,49,28,26,8,14,1,2,49
341,Carlos Estévez,LAA,3,4,4.29,62,0,18,7,63,272,58,33,30,9,27,2,3,67
342,Luis Garcia,HOU,2,1,4.13,4,4,0,0,22.1,93,20,11,10,3,7,0,1,22
343,Tyler Kinley,COL,2,3,4.84,59,0,9,11,58.2,254,59,34,32,9,23,1,3,59
344,Garrett Cleavinger,TBR,2,2,3.57,44,0,0,5,44.2,188,35,19,18,5,21,1,3,57
345,AJ Smith-Shawver,ATL,3,3,4.62,24,7,0,1,54.1,235,50,30,28,9,25,0,2,56
346,Carlos Carrasco,CLE,3,4,4.88,23,10,0,0,63,274,67,37,34,10,22,0,3,53
347,Ken Waldichuk,OAK,3,4,4.52,21,10,0,0,63.2,277,60,35,32,9,28,0,4,62
348,Jalen Beeks,COL,2,3,4.61,43,2,1,6,49.2,218,52,28,25,7,20,1,2,47
349,Hurston Waldrep,ATL,1,1,4.33,17,4,0,1,34.1,149,32,18,16,4,16,0,1,36
350,Enyel De Los Santos,SDP,4,3,3.93,61,0,0,13,61.1,259,54,29,27,7,24,2,3,64
351,Brent Suter,CIN,3,3,4.35,54,0,0,7,59.2,258,60,31,29,8,21,1,2,50
352,Robert Suarez,SDP,4,4,3.78,59,0,18,10,60.1,251,50,28,25,8,23,3,2,63
353,Andrew Saalfrank,ARI,3,2,3.63,52,0,0,14,51.1,223,45,23,21,4,27,5,2,52
354,Woo-Suk Go,SDP,3,3,4.07,57,0,4,12,59,255,53,29,27,7,29,0,3,66
355,Nick Anderson,KCR,3,3,4.3,49,0,2,14,50,211,49,26,24,7,15,1,2,46
356,Dustin May,LAD,2,1,3.55,15,2,0,1,22.2,93,19,10,9,2,8,0,1,22
357,Trevor Gott,OAK,2,4,4.29,58,0,3,12,57.2,246,55,30,27,7,20,2,3,56
358,Will Warren,NYY,2,2,4.37,17,5,0,1,38.2,167,38,20,19,5,15,0,2,34
359,Nick Robertson,STL,2,1,4.06,34,0,0,2,36,152,33,18,16,4,12,2,1,37
360,Cionel Pérez,BAL,3,3,3.77,57,0,1,13,54.1,235,51,25,23,4,25,2,2,50
361,Scott Alexander,OAK,4,3,3.95,48,1,1,9,46.1,196,47,22,20,4,13,2,2,34
362,Sean Hjelle,SFG,3,3,4.85,30,2,0,2,50.2,225,56,30,27,5,19,1,4,41
363,Alex Faedo,DET,2,3,4.34,33,2,0,2,46.2,195,44,24,22,7,15,1,1,45
364,Michael Grove,LAD,2,2,4.59,27,3,0,2,42.1,180,42,24,22,7,13,1,1,45
365,Mark Leiter Jr.,CHC,2,3,4.04,56,0,2,14,60.2,257,54,30,27,8,22,1,5,68
366,Daniel Hudson,LAD,3,3,3.62,34,0,4,5,33.2,140,29,15,14,4,12,0,1,41
367,Chris Flexen,CHW,4,7,5.14,25,16,0,1,99,434,107,62,57,17,36,1,3,72
368,Joey Cantillo,CLE,2,2,4.36,7,7,0,0,34.2,150,32,18,17,5,16,0,2,33
369,Tommy Kahnle,NYY,2,3,3.69,51,0,2,14,51.2,216,43,23,21,7,21,0,3,58
370,Osvaldo Bido,,2,4,4.94,22,6,0,1,47.1,208,47,28,26,6,20,1,4,42
371,James Karinchak,CLE,3,3,3.85,48,0,2,11,47.2,203,36,22,20,6,27,1,2,63
372,Rafael Montero,HOU,3,3,4.21,55,0,1,12,57,244,53,29,27,7,22,1,3,61
373,Ethan Small,SFG,2,2,4.32,38,1,0,5,43.1,189,41,23,21,5,21,1,1,44
374,John Brebbia,CHW,3,3,4.22,56,2,16,9,55.1,233,52,28,26,8,19,2,2,58
375,John King,STL,3,3,3.95,44,0,1,11,49.2,216,55,24,22,4,15,1,2,32
376,Bennett Sousa,HOU,3,2,4.29,48,0,0,6,50,213,46,26,24,6,20,1,2,51
377,Zach Jackson,OAK,2,3,3.95,42,0,1,9,42.1,184,35,20,18,4,24,1,2,51
378,JT Brubaker,PIT,1,2,4.31,18,3,0,0,27.2,118,27,14,13,4,9,0,2,27
379,Victor González,NYY,3,3,3.95,46,0,0,8,46.1,197,42,22,20,5,18,1,3,44
380,Blake Treinen,LAD,3,2,3.97,45,0,1,8,45.1,191,42,22,20,6,16,1,2,46
381,Scott McGough,ARI,2,4,4.2,52,0,3,10,54.2,232,49,28,26,8,22,1,2,62
382,Bryan Hudson,MIL,2,1,3.99,28,0,0,1,31,134,28,15,14,3,14,0,2,34
383,Jake Latz,TEX,1,2,4.17,32,0,0,2,37,159,34,19,17,5,16,0,1,40
384,Lucas Erceg,OAK,3,4,4.16,62,0,4,13,66,292,57,33,31,5,39,1,5,77
385,Emerson Hancock,SEA,4,4,4.63,28,11,0,1,69.2,298,69,39,36,10,24,1,3,55
386,Anthony Bender,MIA,2,3,3.89,49,0,3,9,48,203,43,23,21,6,18,1,3,49
387,Zach Davies,,2,3,5.28,15,10,0,0,53.2,238,58,34,31,8,23,0,2,41
388,Luis Gil,,1,2,4.19,17,4,0,0,31,132,26,16,14,4,15,0,1,36
389,Dylan Lee,ATL,2,1,3.8,38,0,0,7,38.1,159,36,18,16,5,11,1,1,40
390,Elvis Peguero,MIL,3,3,4.16,47,0,1,11,49.2,213,47,25,23,5,19,1,3,45
391,Eli Morgan,CLE,3,3,4.12,50,1,0,9,58.1,243,54,29,27,9,18,1,2,61
392,Kenny Rosenberg,LAA,2,3,4.54,15,6,0,1,43.1,190,44,24,22,6,19,1,2,39
393,Cade Horton,CHC,1,1,4.62,5,4,0,0,24.2,105,24,14,13,4,9,0,1,23
394,Michael Kopech,CHW,6,9,5.03,26,25,0,0,126,556,113,77,70,22,70,1,7,124
395,Vince Velasquez,PIT,2,3,4.86,8,6,0,0,32.2,141,32,19,18,6,13,0,1,31
396,Will Smith,KCR,2,4,4.46,61,0,14,10,60.1,256,56,32,30,9,23,2,2,60
397,Shelby Miller,DET,3,2,4.07,47,1,3,7,51,218,44,25,23,6,24,2,2,53
398,John McMillon,KCR,3,3,4.48,51,0,2,8,53.1,235,45,29,26,6,33,0,2,65
399,Ian Gibaut,CIN,3,3,4.41,55,0,1,12,56.2,246,56,30,28,8,24,1,3,57
400,Ryan Thompson,ARI,4,2,4.02,52,0,1,11,54,230,52,26,24,6,18,1,3,46
401,Adam Ottavino,NYM,3,4,3.96,61,0,4,15,60,258,53,29,26,7,26,2,5,62
402,Simeon Woods Richardson,MIN,2,2,4.75,14,4,0,1,35,152,35,20,18,5,15,0,1,29
403,Gavin Stone,LAD,3,2,4.91,22,4,0,1,44,190,44,26,24,7,16,0,2,42
404,Luke Weaver,NYY,2,3,4.95,30,5,0,2,52.1,225,55,31,29,9,17,1,2,48
405,Bryan Baker,BAL,3,2,4,40,0,0,5,40.2,175,36,20,18,4,19,1,2,44
406,Kyle Nelson,ARI,3,2,4.12,47,0,0,8,43.2,186,41,22,20,6,17,1,2,46
407,Isaiah Campbell,BOS,4,2,4.23,34,0,0,4,36,155,36,18,17,4,14,1,1,36
408,Chris Murphy,BOS,2,3,4.91,25,4,0,1,54.2,241,56,32,30,7,23,1,2,50
409,Alex Lange,DET,4,4,3.95,62,0,21,6,63.1,276,52,30,28,6,36,1,4,74
410,Clayton Beeter,NYY,3,3,4.57,23,6,0,1,47.1,206,43,26,24,7,23,1,2,49
411,Yunior Marte,PHI,1,2,4.56,39,0,0,3,41,179,40,23,21,5,17,1,2,39
412,Ryne Stanek,,3,2,3.98,52,0,0,7,52.1,223,44,25,23,7,25,1,2,57
413,Nick Nastrini,CHW,3,4,5.02,14,11,0,0,58.2,257,56,36,33,10,28,0,3,56
414,Daniel Palencia,CHC,3,2,4.41,41,0,0,4,44.2,193,40,24,22,6,22,0,3,49
415,Drew Rom,STL,2,3,4.79,26,3,0,1,37,163,39,21,20,5,15,0,1,35
416,Michael Fulmer,,2,3,4.02,33,0,1,8,35.1,151,32,17,16,4,14,1,2,36
417,Nick Nelson,PHI,2,1,4.78,17,2,0,1,28.1,126,29,16,15,3,13,0,2,23
418,Lucas Sims,CIN,4,3,4.57,56,0,2,17,54.2,239,45,30,28,8,30,1,5,65
419,Zach Plesac,LAA,4,5,5.07,25,12,0,1,76.1,333,84,47,43,14,25,0,3,53
420,Luke Little,CHC,2,1,3.67,35,0,0,3,36.1,159,30,16,15,4,21,0,3,47
421,Johnny Cueto,,3,4,4.94,10,10,0,0,57,246,63,34,31,11,15,0,3,39
422,Josh Fleming,PIT,2,3,4.63,24,3,0,1,47,209,57,26,24,5,14,1,1,26
423,José Buttó,NYM,2,3,4.6,22,4,0,1,39.2,172,39,22,20,6,16,1,2,36
424,Nick Ramirez,NYY,2,1,4.03,34,0,0,2,39,165,40,19,17,4,11,1,1,30
425,Tejay Antone,CIN,2,2,4.46,37,0,1,6,38.2,168,38,21,19,5,16,1,2,40
426,Andre Pallante,STL,3,2,4.02,51,0,0,10,58.2,258,62,29,26,5,24,1,2,43
427,Julio Urías,,1,1,4,2,2,0,0,12.2,52,12,6,6,2,3,0,1,12
428,Richard Bleier,WSN,1,1,4.43,34,0,0,3,35.1,152,40,19,17,4,8,1,2,22
429,Phil Bickford,NYM,3,3,4.45,47,0,0,4,49.1,210,44,26,24,7,21,2,2,53
430,Tanner Banks,CHW,3,3,4.23,47,1,1,5,57.1,242,58,29,27,9,16,1,2,52
431,Grant Anderson,TEX,3,2,4.51,39,0,0,6,45.2,196,44,25,23,7,17,1,2,45
432,Germán Márquez,COL,1,1,4.86,3,3,0,0,17.1,74,18,10,9,3,6,0,0,15
433,Joely Rodríguez,BOS,1,2,4.36,37,0,0,3,37.1,163,37,20,18,4,16,1,1,37
434,Tyler Alexander,TBR,3,3,4.51,32,4,0,3,54.1,228,55,30,27,9,12,1,2,46
435,Carlos F. Rodriguez,MIL,1,2,4.76,4,4,0,0,24,103,22,14,13,4,10,0,1,22
436,Carmen Mlodzinski,PIT,3,4,4.01,47,0,1,13,50.1,218,48,24,22,6,22,1,2,48
437,Jacob Lopez,TBR,1,1,3.89,18,1,0,1,22.2,95,20,11,10,3,8,0,2,23
438,Eric Lauer,,3,4,4.81,10,10,0,0,54.1,235,54,32,29,10,22,0,2,48
439,Josh Taylor,KCR,1,2,4.71,28,0,0,2,27.2,120,27,16,14,4,12,1,1,31
440,Aaron Loup,,2,3,4.24,45,0,0,7,44.1,192,45,23,21,5,16,2,3,40
441,Scott Effross,NYY,2,2,4.05,35,0,2,5,36.1,154,35,18,16,5,11,1,2,34
442,Allan Winans,,1,1,4.28,17,1,0,1,23,98,23,12,11,3,6,1,1,21
443,JT Chargois,MIA,2,1,4.1,54,1,1,8,53.1,229,50,26,24,6,21,1,3,48
444,Buck Farmer,CIN,3,3,4.75,56,0,0,8,57.2,250,54,33,30,9,26,1,3,58
445,Cooper Criswell,BOS,2,2,4.94,23,3,0,1,43.2,191,49,26,24,6,12,1,3,34
446,Mitch White,TOR,2,2,4.58,29,2,0,2,41.2,181,42,23,21,6,16,0,1,38
447,Peter Strzelecki,ARI,1,2,4.25,27,0,0,5,27.1,117,25,14,13,3,10,1,2,29
448,Yency Almonte,CHC,2,2,4.32,45,0,0,8,46.1,199,41,24,22,6,21,1,3,47
449,Huascar Brazoban,MIA,3,2,4.15,48,0,0,9,51.2,226,47,26,24,6,27,1,3,57
450,Beau Brieske,DET,2,3,4.23,40,2,0,6,49.2,210,48,25,23,7,16,0,2,43
451,Julio Teheran,BAL,2,3,4.9,8,8,0,0,43.1,186,45,26,24,8,12,0,2,31
452,Lucas Gilbreath,COL,2,2,4.77,41,0,0,6,39.2,178,39,23,21,5,22,1,2,42
453,Thyago Vieira,MIL,2,2,4.12,25,0,0,1,28,120,25,14,13,3,12,0,1,31
454,Jonathan Hernández,TEX,2,2,4.39,48,0,1,10,50.2,223,49,27,25,6,25,2,3,50
455,J.P. Feyereisen,LAD,3,2,3.56,41,0,1,10,41,169,34,18,16,5,17,0,1,40
456,Ty Madden,DET,2,2,4.57,17,4,0,1,34.1,147,33,19,17,5,13,0,1,31
457,Anthony Molina,COL,1,1,4.93,21,1,0,1,26.1,116,31,16,14,4,7,0,1,20
458,Ray Kerr,ATL,3,3,4.16,44,0,0,4,45.1,196,41,23,21,6,21,1,2,51
459,Matt Moore,LAA,3,2,4.05,51,0,1,15,57,243,51,28,26,8,24,2,2,61
460,Mike Vasil,NYM,1,1,4.55,4,4,0,0,17.1,74,17,10,9,3,6,0,1,16
461,Keynan Middleton,STL,2,2,4,45,0,1,7,45.1,191,40,22,20,6,19,0,2,50
462,Jose Hernandez,PIT,2,2,4.45,38,0,0,4,39,169,37,21,19,6,17,1,1,43
463,Nate Pearson,TOR,3,2,4.24,33,0,0,2,36.1,155,31,19,17,5,16,1,2,40
464,Prelander Berroa,CHW,2,2,4.16,46,0,2,7,50.1,218,42,25,23,6,29,1,2,60
465,Wandy Peralta,SDP,3,2,3.66,53,0,2,12,52.1,225,46,23,21,5,23,1,3,49
466,Kolby Allard,PHI,1,2,4.98,18,3,0,1,30.1,130,31,18,17,6,10,1,1,28
467,Ryan Weathers,MIA,2,4,4.91,30,5,0,2,52.1,230,55,31,29,8,21,0,2,45
468,Drew Smith,NYM,3,4,4.28,54,0,1,12,55,235,49,28,26,8,23,1,3,58
469,Dillon Tate,BAL,2,2,4.12,46,0,1,10,50,212,48,25,23,5,15,1,4,40
470,Touki Toussaint,CHW,4,6,4.8,30,12,0,2,83.1,377,80,48,45,11,48,1,7,80
471,Dallas Keuchel,,2,2,5.23,7,7,0,0,34,154,40,21,20,4,14,0,1,22
472,José Cisnero,LAA,2,3,4.45,48,0,1,9,46.2,204,44,25,23,6,22,1,3,50
473,Adrian Morejon,SDP,3,2,4.41,29,2,0,2,40.2,175,40,22,20,6,16,0,1,38
474,Matthew Boyd,DET,1,1,4.47,3,3,0,0,13.2,59,13,7,7,2,5,0,1,13
475,Anthony Veneziano,KCR,1,1,4.78,14,2,0,1,25,110,26,14,13,3,10,0,1,21
476,James Kaprielian,,2,3,5.04,9,8,0,0,44,192,43,27,25,7,19,0,2,37
477,Ian Anderson,,1,1,4.47,8,3,0,0,17.2,76,17,9,9,2,8,0,0,16
478,Alec Marsh,KCR,2,4,5.24,16,8,0,1,49.2,221,50,31,29,8,23,0,3,50
479,Drew Rucinski,,3,5,4.9,16,9,0,0,55.2,242,58,33,30,9,20,0,3,43
480,Wilmer Flores,DET,1,1,4.28,11,2,0,0,16.1,70,16,8,8,2,5,0,1,14
481,Taylor Clarke,MIL,3,3,4.59,48,0,1,9,51,219,51,28,26,9,18,1,2,53
482,Manuel Rodríguez,TBR,2,1,4.01,28,0,3,4,28.1,123,26,14,13,3,13,1,1,29
483,Connor Brogdon,PHI,3,2,4.28,43,0,0,5,44.2,190,42,23,21,7,17,0,2,45
484,Michael McGreevy,STL,1,1,4.44,6,3,0,0,18.1,79,20,10,9,2,5,0,1,12
485,Tim Herrin,CLE,2,1,3.91,27,0,0,1,29.2,127,27,14,13,3,13,0,1,31
486,Shintaro Fujinami,NYM,4,4,4.87,47,1,0,8,52.2,232,47,31,29,6,29,1,3,58
487,David Festa,MIN,1,1,4.55,3,3,0,0,16.2,73,16,9,8,2,7,0,1,15
488,Brendan White,DET,1,2,4.3,23,0,0,1,26,112,26,14,12,3,9,0,2,26
489,Janson Junk,MIL,2,3,4.84,24,3,0,1,38.2,167,42,23,21,6,12,0,1,28
490,Tyler Gilbert,CIN,1,1,4.85,10,1,0,0,21,91,23,12,11,3,7,0,1,18
491,Jovani Moran,MIN,0,0,4.03,14,0,0,4,16,68,12,8,7,1,9,0,0,19
492,Victor Vodnik,COL,2,1,4.83,30,0,0,1,33.1,148,34,19,18,4,16,0,1,33
493,Lyon Richardson,CIN,1,1,4.85,13,2,0,1,22,97,21,13,12,3,11,0,1,22
494,Jake Diekman,NYM,2,2,4.11,53,0,1,10,51.1,227,43,26,24,6,32,1,3,62
495,Packy Naughton,STL,0,1,4.08,8,1,0,1,13.1,57,14,7,6,1,4,0,0,12
496,Bryse Wilson,MIL,3,3,4.41,42,2,0,6,62,263,64,33,30,9,18,1,3,48
497,Andre Jackson,,1,1,4.63,12,2,1,1,27.1,117,24,15,14,4,12,0,1,26
498,Angel Felipe,OAK,2,2,4.07,29,0,0,4,31,137,27,15,14,3,18,1,2,34
499,Erik Miller,SFG,2,2,4.38,39,0,0,3,41.1,183,37,22,20,4,24,1,2,47
500,Cade Povich,BAL,1,1,4.31,8,3,0,0,20,87,18,10,10,3,9,0,1,20
501,Sean Reid-Foley,NYM,2,2,4.23,36,0,0,5,38.2,168,33,20,18,5,21,1,2,47
502,Alex Young,CIN,2,2,4.58,42,0,1,7,42.1,185,43,23,22,7,17,1,2,38
503,Brett Martin,,1,2,4.01,21,0,0,2,21.2,92,22,10,10,2,7,1,1,17
504,Nick Sandlin,CLE,3,3,3.98,56,0,0,11,56,237,47,27,25,7,25,1,3,60
505,Cristian Mena,ARI,1,2,4.75,9,4,0,0,25.2,111,25,15,13,4,11,0,1,22
506,Anthony Maldonado,MIA,2,2,4.15,25,0,0,2,27,114,25,13,12,4,10,0,1,28
507,Luis F. Ortiz,PHI,1,1,4.48,24,0,0,1,28,120,29,15,14,3,9,0,1,24
508,Steven Wilson,SDP,2,2,4.21,52,0,0,13,53.2,227,44,27,25,8,24,1,3,58
509,Anthony Bass,,1,1,3.92,26,0,0,3,26.1,111,24,13,12,4,10,1,1,26
510,Liam Hendriks,BOS,1,1,3.65,11,0,0,1,11.1,46,10,5,5,2,3,0,0,14
511,Riley O'Brien,STL,2,2,4.19,39,0,0,4,40.2,178,37,21,19,5,20,1,2,42
512,Joey Wentz,DET,2,4,4.83,35,4,0,1,52,226,52,30,28,8,22,0,1,50
513,Antoine Kelly,TEX,1,1,4.53,18,1,0,1,21,92,19,12,11,2,10,0,1,21
514,Matt Canterino,MIN,1,1,4.64,3,3,0,0,16.1,70,15,9,8,2,7,0,0,16
515,Bowden Francis,TOR,2,1,3.92,26,1,0,1,35.2,148,31,17,16,6,11,0,2,37
516,Josh Staumont,MIN,2,2,4.44,35,0,1,3,35.1,154,31,19,17,4,19,0,2,41
517,Chase Hampton,NYY,1,1,4.72,4,3,0,0,18,78,18,10,10,3,7,0,1,17
518,J.B. Bukauskas,MIL,1,1,4.09,20,0,0,1,21.1,93,21,11,10,2,8,1,1,20
519,Colin Selby,PIT,2,2,4.59,37,1,0,4,39,173,37,22,20,4,21,1,2,41
520,Angel Perdomo,ATL,1,1,3.96,12,0,0,2,13,56,10,6,6,1,7,1,1,18
521,Bruce Zimmermann,BAL,2,2,4.56,18,4,0,1,35,151,38,19,18,6,10,0,2,29
522,Nick Mears,COL,3,3,5.01,51,0,0,5,54,245,52,33,30,7,34,1,2,57
523,Steven Cruz,KCR,1,1,4.76,39,1,0,4,41.2,187,40,24,22,5,24,0,3,43
524,Génesis Cabrera,TOR,3,2,4.28,54,0,0,12,55,236,50,28,26,7,24,2,3,55
525,Carson Spiers,CIN,2,2,5.23,23,2,0,1,32.2,144,34,21,19,5,14,0,2,29
526,Taylor Hearn,KCR,1,2,5.16,16,1,0,1,27,120,28,17,15,4,12,0,1,26
527,Carson Seymour,SFG,1,1,4.27,11,1,0,1,15.2,68,16,8,7,2,6,0,1,13
528,Carlos Hernández,KCR,2,4,4.71,49,1,0,9,56.1,245,54,32,30,8,25,1,2,57
529,Seth Martinez,HOU,2,2,4.2,42,0,0,4,46,197,43,23,21,6,18,1,3,46
530,Mitch Spence,OAK,2,2,4.13,30,1,0,1,37,158,37,18,17,5,12,1,2,32
531,Antonio Senzatela,COL,1,1,5.04,3,3,0,0,12.2,56,16,8,7,2,3,0,0,7
532,Drew Carlton,SDP,1,1,3.95,14,0,0,1,16,66,15,8,7,2,4,0,1,15
533,Brent Headrick,MIN,1,1,4.52,17,1,0,1,26.1,113,26,14,13,4,10,0,2,27
534,Ben Joyce,LAA,2,3,4.29,43,0,2,9,42.2,190,37,22,20,5,25,0,3,50
535,Davis Daniel,LAA,3,3,5,26,5,0,1,49.2,216,50,30,27,8,21,0,2,41
536,Freddy Tarnok,OAK,2,3,4.38,30,2,0,1,38.1,165,36,20,19,5,17,1,1,36
537,Eduard Bazardo,SEA,2,1,4.04,29,0,0,1,33.1,140,32,16,15,5,10,0,2,32
538,Mason Montgomery,TBR,1,1,4.79,3,3,0,0,17.2,76,17,10,9,3,7,0,1,16
539,Kris Bubic,KCR,1,1,4.83,5,3,0,0,14,63,15,8,8,2,6,0,1,13
540,Luis Frías,ARI,2,1,4.58,33,0,0,2,35.2,156,34,20,18,4,17,0,2,34
